text,label
Why can't I make multiple payments with my virtual card?,virtual_card_not_working
How can I reset the passcode if I need to do that?,passcode_forgotten
"The service here is horrible, I want to delete my account.",terminate_account
Is there a way to track my card?,card_arrival
Is there a fee for physical cards?,order_physical_card
The cast deposit from a week ago still is not in my account. Why?,balance_not_updated_after_cheque_or_cash_deposit
I have an incorrect charge and would like a refund.,request_refund
Exchange rate for my card payment is wrong,card_payment_wrong_exchange_rate
"I made a card payment, but it has been declined?",declined_card_payment
"Recently, a few weeks ago there was a transaction made on my account by some seller that I don't recognize. I am very certain that didn't happen  and will like for you to trace back to make sure.",direct_debit_payment_not_recognised
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",transfer_not_received_by_recipient
How come I got charged extra for withdrawing cash?,cash_withdrawal_charge
"Hi, I have been transferring money to my friends since morning, but all my transactions were getting failed. Can you please look into this issue.",failed_transfer
Is it ok for a friend to send me money?,receiving_money
I'm interested in what your exchange rates are based on.,exchange_rate
i noticed that the funds were returned to my bank account. What happened?,top_up_reverted
"I have a US credit card, will you accept it?",supported_cards_and_currencies
I can't find my card!  What should I do?,lost_or_stolen_card
"What about an auto top-up, is that a option?",automatic_top_up
What do I do if my card was stolen.,lost_or_stolen_card
Why has my card declined,declined_card_payment
"I have tried to submit a transfer a couple of times now, and for some reason, it continues to be unsuccessful. Do you know why this may be?",beneficiary_not_allowed
"My cash withdrawal was declined, why?",declined_cash_withdrawal
"My account shows I have been charged twice for the same meal. How do I get the second payment voided and returned to me? I do not eat out much and my family is living paycheck to paycheck,  mostly. I cannot afford to spend more money than necessary, as is, so I must see to it that the cost be promptly credited back onto my card.",transaction_charged_twice
I was charged an incorrect exchange rate for a withdrawal.,wrong_exchange_rate_for_cash_withdrawal
How can I prove I am me?,verify_my_identity
"On my last trip, I received the incorrect exchange rate.",wrong_exchange_rate_for_cash_withdrawal
"I've got a weird problem: I purchased something a week or maybe it was two weeks ago, and the funds have come back into my account! Can you explain this?",reverted_card_payment?
How long should it take for my new card to arrive in them mail? What should I do if I never receive it?,card_arrival
I have been charged twice for the same transaction.,transaction_charged_twice
"I want to do a bank transfer to this bank, from an account at another bank.",transfer_into_account
I tried to transfer some money and it hasn't done it yet - what's going on?,transfer_not_received_by_recipient
Can I use my card anywhere?,card_acceptance
Please update me on whether you have received the funds for the refund of the large purchase I made recently. I have requested this from the merchant days ago but still haven't got anything.,Refund_not_showing_up
How to order my card?,order_physical_card
How do you determine exchange rates?,exchange_rate
"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",card_payment_wrong_exchange_rate
"I want to reactivate my card, I thought I had lost it but I found it.",card_linking
The amount of cash I received did not match the amount I requested,wrong_amount_of_cash_received
There is a cash withdrawal in my account that isn't mine.,cash_withdrawal_not_recognised
how do i avoid charges in the future,card_payment_fee_charged
Why can't I withdraw cash from this ATM?,declined_cash_withdrawal
"I made a transfer and the receiver said an amount was received, but not exactly the same as the right amount. I now have to transfer more to get the remainder to the receiver. Can you alert me about this. What's been happening?",transfer_fee_charged
I don't understand why you want so much of my personal info.,why_verify_identity
"I don't know my PIN, how can I find that out?",get_physical_card
Please assist me in activating the card.,activate_my_card
Does your app allow currency exchanges between USD and GBP?,exchange_via_app
"Hi, Last week I have contacted the seller for a refund as directed by you, but i have not received the money yet. Please look into this issue with seller and help me in getting the refund.",Refund_not_showing_up
What are the steps for depositing cash into my account?,top_up_by_cash_or_cheque
Where can i exchange between GBP and USD,exchange_via_app
"Someone stole my phone, what is my next step?",lost_or_stolen_phone
I want a refund for my item,request_refund
Why are there multiple transactions showing for one purchase?,transaction_charged_twice
Why did using an ATM cause me to be charged an additional fee?,cash_withdrawal_charge
Can I set the account to auto top-up?,automatic_top_up
Why doesn't my Google pay top up work?,apple_pay_or_google_pay
What's the tracking on the card you sent?,card_arrival
I think there was an error in your exchange rate.,card_payment_wrong_exchange_rate
"If I want to send out more cards, do you charge extra for that?",getting_spare_card
What information do I need to gather in order to activate my card?,activate_my_card
My statement shows and extra 1$ that was charged to it and I would like to know why.,extra_charge_on_statement
How low does the balance have to be before the system updates?,automatic_top_up
Am I able to open an account for my children?,age_limit
Am I charged a fee to transfer funds?,transfer_fee_charged
How can I check for an unsupported merchant for my transfer request?,declined_transfer
"I need to top up, but I have to use an international card.  Is there a cost for that?",top_up_by_card_charge
Your company is lame. Shut down all my account services right now.,terminate_account
I purchased something overseas and the incorrect exchange rate was applied.,card_payment_wrong_exchange_rate
which identity details are required,why_verify_identity
My balance didn't change after I transferred some money.,balance_not_updated_after_bank_transfer
I can't get the virtual card to work,virtual_card_not_working
Is there a reason there's an extra fee on my statement?,extra_charge_on_statement
I don't know what this Direct Debit payment on my account is for.,direct_debit_payment_not_recognised
Are cards available in the EU?,country_support
How do I change my account details?,edit_personal_details
I don't think that my top-up worked.,top_up_failed
I tried to charge my card but it was declined. A couple days ago I was able to charge it and it was accepted. Is something wrong? Will you double check for me please?,top_up_failed
The wrong exchange rate was applied to me while pulling out cash.,wrong_exchange_rate_for_cash_withdrawal
Is there a auto top-up option?,automatic_top_up
"I want to transfer money into my account, what do I do?",transfer_into_account
Why is my top-up showing as reverted?,top_up_reverted
Will there be a charge for topping up by account with a SEPA transfer?,top_up_by_bank_transfer_charge
"Hello, I have a question concerning an unfamiliar fee that I notice on my account. I see that you guys charge for ATM withdrawal. Never notice this fee until now. Can you please explain?",cash_withdrawal_charge
How do I report possible fraudulent activity on my account?,compromised_card
"I need to know this, where do my funds come from?",verify_source_of_funds
Is there any way to get my salary in a different currency?,receiving_money
How do I change my AUD into GBP?,exchange_via_app
What countries can I use your services?,country_support
Can you explain why my transfer was unsuccessful?,failed_transfer
Can you show me how to top up with Google play?,apple_pay_or_google_pay
I tried to pull cash from an ATM but it wouldn't let me.,declined_cash_withdrawal
My card is no longer lost. How do I enter it back into the app?,card_linking
My withdrawals were going smooth until I got declined today. What is going on?,declined_cash_withdrawal
Will there be a charge when money is added to my account?,top_up_by_bank_transfer_charge
I would like a card please.,order_physical_card
do i need to add money before i order a card,order_physical_card
How much longer is it going to take to get my new card?,card_arrival
How long does it take for money to transfer as my balance hasn't been updated,balance_not_updated_after_bank_transfer
How do I go about transferring money into my bank account?,transfer_into_account
What forms of ID should I use for verification?,verify_my_identity
My Apple Pay top up with my American Express card is not working? Please tell me why,apple_pay_or_google_pay
Is my card broken? I can't get cash out of the ATM,declined_cash_withdrawal
Why do you need my name and ID,why_verify_identity
It is listed in my app that I made a payment which I did not actually make,card_payment_not_recognised
What if I need my salary in another currency?,receiving_money
My top-up hasn't happened yet.,pending_top_up
Why isn't my purchase exchange rate correct?,card_payment_wrong_exchange_rate
What is this fee showing up in my account for?,card_payment_fee_charged
Why is there a charge for $1 on my account?,extra_charge_on_statement
It's requiring me to verify my identity?,why_verify_identity
"What does it mean when a transfer is ""pending""?",pending_transfer
Why didn't my card payment work?,declined_card_payment
I would like to verify my source of funds.,verify_source_of_funds
I hope to get a Visa card,visa_or_mastercard
If I find a card I lost do I need to dispose of it? Or can I re-active the card and continue to use it?,card_linking
What is the cause of the delay in applying my card payment to my account?,pending_card_payment
How do you exchange currencies,exchange_via_app
Why wouldn't the ATM give me cash?,declined_cash_withdrawal
Why is my disposable card not working?,virtual_card_not_working
"Hey, I tried to withdraw some cash earlier and it's saying it's pending? Will I be charged for this?",pending_cash_withdrawal
I was charged too many times for one transaction.,transaction_charged_twice
"I see I was charged extra when I used the card.  I am not sure why, please tell me why.",card_payment_fee_charged
How old does my daughter have to be to open an account?,age_limit
What is the reason for my card payment to be reverted?,reverted_card_payment?
"I wanted to buy something online yesterday, but I could not because the card got declined on the day of and the following day. What is wrong with the card?",declined_transfer
what is the price of a transfer?,top_up_by_bank_transfer_charge
How can I change my name because I just got married?,edit_personal_details
How can I change my name in my profile?,edit_personal_details
Why was my transaction not approved?,failed_transfer
Why is my transfer stuck on pending?,pending_transfer
When can I expect money to be transferred to my account?,transfer_timing
Why was there a fee for my cash withdrawal?,cash_withdrawal_charge
I would love one of the virtual cards!,getting_virtual_card
How long do I wait for a transfer from the United States?,transfer_timing
"extra fees on a cash withdrawal, not cool.",cash_withdrawal_charge
This place has been too much work so I'd just like to close out my account & be done.,terminate_account
"I am dissatisfied, I would like to close my account.",terminate_account
Hi i received an error message informing me about the transaction failure. I have done the money transfer before and it never failed. Please let me know what is the issue this time.,beneficiary_not_allowed
How do I link the new card?,card_linking
What is not accepted in order for me to top up my account?,top_up_by_cash_or_cheque
Changing my PIN,change_pin
I need my card to be delivered fast,card_delivery_estimate
I'm not sure why my card didn't work,declined_card_payment
How can I close my account?,terminate_account
What should I do if the atm eats my card?,card_swallowed
How can I verify my source of funds?,verify_source_of_funds
I havn't received my PIN yet.,get_physical_card
I made a transfer from France a couple days ago and don't see the transaction yet. How long does an international transfer take?,balance_not_updated_after_bank_transfer
"I made a payment a while ago and it is still showing as ""pending"" in the account. How long will this payment take to complete?",pending_card_payment
My account shows that I made a cash withdrawal but I cannot remember doing so!,cash_withdrawal_not_recognised
"I'd rather not use my physical card, how can I get a virtual card?",getting_virtual_card
How do I find my PIN number?,get_physical_card
What cards and currencies can I use to top up my account?,supported_cards_and_currencies
How long after I receive my statement can I dispute payments on it?,direct_debit_payment_not_recognised
The ATM didn't give me enough money! I asked for more than it gave. What do I do?,wrong_amount_of_cash_received
Where can the pin be located?,get_physical_card
I am having a huge problem with my card being declined and it's really important that I top-up today.  Would you please look into this further and let me know how I can get this fixed?,top_up_failed
What is the cost and time frame of getting a new card?,card_about_to_expire
My card expires next week. How do I get a new one?,card_about_to_expire
There is a weird payment in my statement.,card_payment_not_recognised
What currencies does google pay top up accept?,apple_pay_or_google_pay
The passcode isn't working for me.,passcode_forgotten
"My card isn't working at all, I need assistance. It's really frustrating.",card_not_working
Why hasn't my transaction been completed?,transfer_not_received_by_recipient
What does a 'pending payment' mean?,pending_card_payment
Is it possible to use my apple watch for topping up?,apple_pay_or_google_pay
I just realized I made the wrong transaction  yesterday. Would  you please make it correct?I need it by tomorrow.,cancel_transfer
"Hey i need help urgently. I just realised I sent my payment to the wrong account number, there is a typo! Please cancel it immediately, I can't do it anymore from the app",cancel_transfer
I tried to get cash out of the ATM but it is taking too long,pending_cash_withdrawal
"I was abroad and needed some cash, but I think the wrong exchange rate was applied to the transaction.",wrong_exchange_rate_for_cash_withdrawal
Where can I use my card to pay?,card_acceptance
I would like to cancel my previous purchase.,request_refund
who should i contact if my refund doesn't go through?,Refund_not_showing_up
why couldn't I use my card at a store?,declined_card_payment
Where can I find the exchange rate for my transfer?,exchange_rate
I made a purchase and would like to get a refund for what I bought can you have the money put back in my account?,request_refund
Will I be charged if I add more cards to the account?,getting_spare_card
When will the transaction post to my account?,pending_transfer
Where do I scan my card?,card_linking
How many cards can I have?,getting_spare_card
Can I call to get my card activated?,activate_my_card
Which foreign currencies can I get transferred into my account?,receiving_money
What currencies do you accept to add money?,supported_cards_and_currencies
what is the correct exchange rate for getting cash,wrong_exchange_rate_for_cash_withdrawal
Can my PIN changed remotely without visiting a bank?,change_pin
I would like to get both Mastercard and Visa card from you if that's possible.,visa_or_mastercard
I would like to get an item refunded,request_refund
Where are the ATMs that I can use Mastercard?,atm_support
Can I use Apple Pay to top-up?,apple_pay_or_google_pay
"I put money into my account in the form of a cheque, but my balance did not change.",balance_not_updated_after_cheque_or_cash_deposit
I want to know about your refund policy.,request_refund
What apps can I use to top up my account?,top_up_by_cash_or_cheque
"The ATM at Metro bank on High St. Kensington didn't return my card, and the bank is now closed. How do I get back a card swallowed by an ATM?",card_swallowed
My card got stuck in an ATM.,card_swallowed
"When I tried to access my cash, I wasn't allowed!",declined_cash_withdrawal
How is my card payment still pending?,pending_card_payment
Why is my card payment still pending? It should have gone through already.,pending_card_payment
A transfer was not allowed to an account.,beneficiary_not_allowed
How can I receive a virtual card?,getting_virtual_card
Are SWIFT transfers supported?,top_up_by_bank_transfer_charge
Why has my top-up been returned to my account?,top_up_reverted
Delete all of my account information and my account right now.,terminate_account
Is there anything to do because my phone was stolen?,lost_or_stolen_phone
to cash withdrawals charge me?,cash_withdrawal_charge
Can you tell me where  can change my PIN?,change_pin
"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",unable_to_verify_identity
How do I change my pin while traveling?,change_pin
Is it normal to see a fee for transferring money?,transfer_fee_charged
Can I cancel a transfer I made,cancel_transfer
Are all fiat currencies supported?,fiat_currency_support
Can you change my currency to EUR?,fiat_currency_support
My money didnt go through after I transferred.,beneficiary_not_allowed
I have yet to receive the cash I added to my account this morning.,balance_not_updated_after_cheque_or_cash_deposit
This card is accepted by what businesses?,card_acceptance
I need a transaction reversed from my account.,transaction_charged_twice
What can I do if my card still hasn't arrived after 2 weeks?,card_arrival
Is there a way to set up an auto top-up?,automatic_top_up
Are there certain cards and currencies you support?,supported_cards_and_currencies
Where's my top up code?,verify_top_up
I finally got my card.  Now I want to link it.  Is that something you have to do or can I do that?,card_linking
There is a €1 extra fee in my statement,extra_charge_on_statement
"I just received a new card, where do I go to link it to my account?",card_linking
Is there such thing as an auto top-up option?,automatic_top_up
What are the steps I need to take to cancel a transaction?,cancel_transfer
I cannot try my PIN anymore.,pin_blocked
What is the verification process used for?,verify_top_up
How do I avoid a fee to use an ATM?,cash_withdrawal_charge
Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,top_up_failed
"Help me!  When I was abroad, the exchange rate was wrong.",wrong_exchange_rate_for_cash_withdrawal
My top-up appears to be pending.,pending_top_up
Looks like my top up failed.,top_up_failed
I need to transfer to my account and cant.,beneficiary_not_allowed
I received the wrong amount of cash.,wrong_amount_of_cash_received
I want a real card,order_physical_card
I want a physical card,order_physical_card
I think that the card is stolen.  What are my next steps?,lost_or_stolen_card
I wanted to withdraw $100 from the ATM but I only got $20,wrong_amount_of_cash_received
Can I transfer money to my account with the app?,transfer_into_account
Please tell me how I can receive a physical card,order_physical_card
"My top up keeps showing pending?  How long will things be like this?  Days, weeks, months?  I need the money quite urgently for an important coffee purchase, can you please let me know when top up will work?",pending_top_up
"A few weeks ago, a strange transaction was made on my account by a seller I don't know. I am quite sure I didn't do it and will like for you to check it for me.",direct_debit_payment_not_recognised
Can you explain why I am now getting charged a fee for using my card?,card_payment_fee_charged
I happened to forget my password,passcode_forgotten
Transfers from the US how long will the wait be?,transfer_timing
My card is lost!  Please help me!,lost_or_stolen_card
Can I use my account although the identity verification has not been accepted yet?,why_verify_identity
Do I have to use bank approved ATM's,atm_support
Where can I activate my card?,activate_my_card
How can I receive money from my friend?,receiving_money
How do I top up with cash?,top_up_by_cash_or_cheque
How do I verify the top-up card?,verify_top_up
What may be the reason that my transfer did not go through?,failed_transfer
I was not distributed all of cash that I requested,wrong_amount_of_cash_received
"My card has been stolen. I reported it with the police, but I need to report it with you as well.",lost_or_stolen_card
I bought something abroad and the exchange rate applied is wrong,card_payment_wrong_exchange_rate
"I live in America, but I would like a card.",country_support
The app reverted my recent payment,reverted_card_payment?
Yesterday I topped up my card. Why didn't it complete as it still pending?,pending_top_up
When will the money from a transfer be made available on my account?,transfer_timing
Why is the app showing a still pending message on a withdraw that has already been done?,pending_cash_withdrawal
How come I can't seem to verify my id?,unable_to_verify_identity
I need to exchange foreign currency will i be charged?,exchange_charge
How do I get my card to work?,card_not_working
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",wrong_amount_of_cash_received
I have been waiting for my top-up to complete and it still hasn't gone through.,pending_top_up
Please tell me the types of currency I can hold.,fiat_currency_support
"i received my American Express in Apple pay, is there a reason why top up is not working?",apple_pay_or_google_pay
How can I verify the top-up card?,verify_top_up
My card is expiring so how fast can I get a new one and how much will it be?,card_about_to_expire
are transfers to a beneficiary possible,beneficiary_not_allowed
Am I able to have a card sent to China?,card_about_to_expire
Why was my account assessed a fee for an ATM transaction?,cash_withdrawal_charge
"I was wondering, Can I get my pay in another currency?",receiving_money
What is the fee to top-up my account,top_up_by_bank_transfer_charge
is it possible to get a refund for something I purchased?,request_refund
Please help me with my card payments which keeps getting reverted whenever i do online shopping. I am having this problem since last two weeks.,reverted_card_payment?
How would I use a disposable card?,get_disposable_virtual_card
The app is showing a direct debit transaction that I did not perform,direct_debit_payment_not_recognised
What are the steps for identity checks?,verify_my_identity
I've been waiting for a refund where is it?,Refund_not_showing_up
This disposable virtual card is not working.,virtual_card_not_working
My new card isn't here and it was issued a week ago.,card_arrival
My top up isnt working,top_up_failed
When will my transfer process?,balance_not_updated_after_bank_transfer
Something is wrong with my top up and I can't see it. How do I find it?,topping_up_by_card
Why am I being charged fees on some transactions but not on others? What am I missing here? I cannot find where to see the fee structure on my account. Help!,card_payment_fee_charged
I need to do a card activation.,activate_my_card
I was charged twice.,transaction_charged_twice
I need my payment in another currency,receiving_money
Are there any limit on the auto top-up?,automatic_top_up
Why can't I transfer to an account?,beneficiary_not_allowed
I got charged twice for the same payment. Please removed the pending payment. Thank you.,transaction_charged_twice
So I just went to the ATM to get some cash.  I input that I needed 100 pounds but I only got 80.  I have the receipt  and I am in need of the extra money.  How do I go about obtaining the missing amount?,wrong_amount_of_cash_received
"I enetered the wrong information, I need my account unblocked How do I do that?",pin_blocked
May I transfer a cheque into my account?,top_up_by_cash_or_cheque
Can I change my PIN at my local bank?,change_pin
I need to know if everything is okay here. After making a transfer from a UK account it doesn't show up. How long does this normally take to process?,balance_not_updated_after_bank_transfer
Why do some of my payments have fees?  I don't understand.,card_payment_fee_charged
The exchange rate for me was wrong when I was abroad.,wrong_exchange_rate_for_cash_withdrawal
Can you tell me what this cash withdrawal is?,cash_withdrawal_not_recognised
Can third party fees affect a transfer?,top_up_by_bank_transfer_charge
What can I and can't do with the disposable cards?,disposable_card_limits
I need to find the card I received in the app.,card_linking
I tried transferring to an account but it won't let me.,beneficiary_not_allowed
What is taking so long with my top up?,pending_top_up
How can I delete my account?,terminate_account
There is a pending transaction on my account for when I tried to get money from the ATM earlier and it did not work. Can you fix this?,pending_cash_withdrawal
I've just got married and want to change my name.,edit_personal_details
How do I activate auto top-up when traveling?,automatic_top_up
My account is  new  why can I  not top up,pending_top_up
why do I have a pending payment?,pending_card_payment
"You will hear back from us about your verification results in 10 minutes to a one hour timeframe.  If these verification results do fail, please double-check to make sure your images are clear and have no glare or blur; your photos need to be fully readable.  You need to be 18 years of age or older and a resident of Switzerland or the European Economic Area to create an account.",unable_to_verify_identity
I paid with my card so so why was I charged a transaction fee?,card_payment_fee_charged
My statement has not shown my refund.,Refund_not_showing_up
What is the dollar that I have pending on my statement there?,extra_charge_on_statement
How do i request more physical cards?,getting_spare_card
Is there something that I can do since my phone was stolen yesterday?,lost_or_stolen_phone
I must make several disposable cards per day.,disposable_card_limits
I was declined when trying to withdrawal cash!,declined_cash_withdrawal
My Identity verification hasn't passed yet is it possible to use my account?,why_verify_identity
Can you please assist on my item that needs to be refunded?,request_refund
How do I top up using my Apple Watch?,apple_pay_or_google_pay
Why isn't my refund on my statement?,Refund_not_showing_up
Why did the transfer fail when I attempted to do it earlier?,failed_transfer
I need to withdraw money. Where can I do that?,atm_support
What should I do if I lost my phone?,lost_or_stolen_phone
"For the disposable cards, what are the restrictions?",disposable_card_limits
Is there a way to get a virtual card?,getting_virtual_card
Is there a charge for a physical card?,order_physical_card
Why am I being charged to make cash withdrawals? I thought they were supposed to be free!,cash_withdrawal_charge
I need a second card on this account for my daughter.,getting_spare_card
Can I Transfer from SWIFT?,top_up_by_bank_transfer_charge
Why has my card been declined?  whats the deal?,declined_card_payment
Transfer has failed.,failed_transfer
What do I need in regards to identification?,verify_my_identity
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,transfer_not_received_by_recipient
How much do you charge for exchange rates?,exchange_charge
What do I need to do for a refund?,request_refund
Is there a reason behind why my transfer did not work?,failed_transfer
I got cash abroad and need to check the exchange rate,wrong_exchange_rate_for_cash_withdrawal
Can you tell me how to get my card on the app?,card_linking
What is your opinion on the exchange rate?,exchange_rate
Why am I being charged for ATM fees?,cash_withdrawal_charge
"Help me please, My Apple Pay American Express top up does not work.",apple_pay_or_google_pay
Problem with my top up going through,pending_top_up
Payment did not process,beneficiary_not_allowed
I received the wrong amount of cash back,wrong_amount_of_cash_received
Is there a way I can get a Visa card?,visa_or_mastercard
I bought some things in the morning but the payment shows as pending,pending_card_payment
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,transfer_not_received_by_recipient
Please tell me how to edit my personal details.,edit_personal_details
How often can I top up?,top_up_limits
"I noticed a fee, while banking abroad, that seems different than any I have been charged before. What does this fee mean?",transfer_fee_charged
When will my balance reflect a deposit?,balance_not_updated_after_cheque_or_cash_deposit
Do exchanges cost more?,exchange_charge
Balance hasn't been updated following a bank transfer,balance_not_updated_after_bank_transfer
what documents do i need to verify who i am,verify_my_identity
My ATM withdrawal was declined.,declined_cash_withdrawal
How can correct Top up with the app to work correctly?,top_up_failed
A transfer could not be completed.,failed_transfer
The app says that I got cash in an ATM and I didn't,cash_withdrawal_not_recognised
I seem to be having trouble with my Google Pay Top. Can you please help?,apple_pay_or_google_pay
I have tried using my card for the first time at the ATM of Notting Hill to withdrawal cash but it didn't work. Does this mean my card isn't working?,declined_cash_withdrawal
How old do you need to be to use the banks services?,age_limit
Do you know when the withdrawal will show?,pending_cash_withdrawal
I withdrew cash but it still shows as pending?,pending_cash_withdrawal
I don't need to transfer anymore and I want to cancel it.,cancel_transfer
"My transfer was wrong, are you able to stop it before it goes through please?",cancel_transfer
I wanted $100 but only got $20,wrong_amount_of_cash_received
How long will it take to get to the US?,card_delivery_estimate
How do I go about topping up with Google Pay?,apple_pay_or_google_pay
"Hi, Yesterdays i was unable to do online shopping as it was getting declined. Today I am facing the same issue. Please help me in this respect.",declined_transfer
Can you tell me where I can order a disposable virtual card?,get_disposable_virtual_card
Help! I need to cancel a transaction.,cancel_transfer
I made a purchase with my card and I was charged a fee for using it,card_payment_fee_charged
"Everything seems fine with my account, so why did it decline my payment?",declined_card_payment
how do i get a refund for a direct debit payment i didn't make,direct_debit_payment_not_recognised
the money i transferred didnt arrive,transfer_not_received_by_recipient
I need to make my card PIN a different number,change_pin
my google pay seems to be acting up.,apple_pay_or_google_pay
How can I periodically check the delivery of the card you sent?,card_arrival
"I need to make a purchase online, where is my virtual card?",getting_virtual_card
I need to verify my funds.,verify_source_of_funds
Do you also have this extra fee on your statement?,extra_charge_on_statement
I am inquiring about why there was an extra fee charged when I used an ATM.,cash_withdrawal_charge
"My card arrived but I need to make it work in the app, how do I do that?",card_linking
"What are my options for topping up, automatic and/or manual?",automatic_top_up
How does it work when I transfer money into my account?,transfer_into_account
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what is happening?",top_up_reverted
My card is not working when I try to use it.,card_not_working
It appears as though my card payment was duplicated. I paid at the store earlier today. The first time it was declined and the second time it worked. The app is still showing one of the payments to be pending. Please take one of these off because clearly the first was declined and is not correct.,transaction_charged_twice
am suspicious of my card's security,compromised_card
"I attempted to top-up with my card this morning, but the transaction was unsuccessful. I received the card two days ago and was successful using it previously. Could you please help me?",top_up_failed
I transferred some cash and it didn't arrive,transfer_not_received_by_recipient
How much is the charge to top up via credit card?,top_up_by_card_charge
Did  my transfer fail?,failed_transfer
Can someone assist me with updating my account details with changing my last name?,edit_personal_details
How do I exchange AUD for GBP?,exchange_via_app
Are all European currencies available for holding and exchange?,fiat_currency_support
How limited is a virtual card?,disposable_card_limits
Is the closest ATM to me within 2 miles?,atm_support
"I want to block my card or deactivate it or something, it's been stolen and I don't want it misused. I want this handled right away.",lost_or_stolen_card
This isn't fair! I thought transfers could be made for free. I just made  a purchase online from abroad and now see some strange fee that I've never seen before.,transfer_fee_charged
I had the wrong exchange rate applied to some cash I got abroad.,wrong_exchange_rate_for_cash_withdrawal
For what reason can I not transfer money to a beneficiary?,beneficiary_not_allowed
how long should i wait ti activate my card,activate_my_card
Good afternoon. I made a transfer from my UK bank account.  I haven't seen anything on the account in the pass few hours. Please check the account to make sure everything is fine.,balance_not_updated_after_bank_transfer
Where is my cash deposit in my balance?,balance_not_updated_after_cheque_or_cash_deposit
why would i be declined if i had money iin my account,declined_cash_withdrawal
I need to cancel a transaction please!,cancel_transfer
How do I modify my account details?,edit_personal_details
How do I receive a refund for my item?,request_refund
Can you please check my UK Account to make sure everything went alright?  I made the transfer a couple of hours ago.,balance_not_updated_after_bank_transfer
How do I contact customer support about my declined transfer?,declined_transfer
I think my card is being used by someone else to make purchases that I didn't authorize! I checked my account and see that there have been quite a few purchases over the last two days that I have no idea where they came from. We need to freeze my card now! And I need to find a way to get my money back.,card_payment_not_recognised
Why was a payment cancelled on my account?,reverted_card_payment?
How do I get my cash withdrawal to show?,pending_cash_withdrawal
I made the incorrect payment for my rent yesterday and this needs to be fixed by no later than tomorrow. How can you help?,cancel_transfer
Why do my transfers keep failing?,failed_transfer
I got less cash than what I specified for through the ATM.,wrong_amount_of_cash_received
I needed $100 but all it gave me was $20.,wrong_amount_of_cash_received
Is a tracking number available for the card that was just sent?,card_arrival
A payment that I didn't make appears in my app.,card_payment_not_recognised
do i have to talk to someone to close an account or can i in the app,terminate_account
"There was an extra fee when I paid with my card, why was i charged this extra fee?",card_payment_fee_charged
can you tell me why my card was declined?,declined_card_payment
Why was I charged for cash withdrawal?,cash_withdrawal_charge
I attempted to get money in cash but it was refused!,declined_cash_withdrawal
Can I get a refund?,request_refund
What happened to my top-up? It was all done and now it's gone! Are you having problems with your system?,top_up_reverted
Can I open an account for my children?,age_limit
Can I use this all over the world?,country_support
Help my find the verification code on a top-up.,verify_top_up
I would like to get a few more physical cards.,getting_spare_card
What are the various currencies and cards that you offer support for?,supported_cards_and_currencies
What is this fee debit on my account?,extra_charge_on_statement
Why was I charged a fee for my card payment?,card_payment_fee_charged
The ATM didn't give me the amount I asked for,wrong_amount_of_cash_received
I would like to know if I can top up with Google Pay.,apple_pay_or_google_pay
Why is there an unknown card payment?,card_payment_not_recognised
When will a transfer from the US post?,transfer_timing
The app is having trouble verifying my identity.,unable_to_verify_identity
Help me figure out how to link the new card.,card_linking
What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good.,balance_not_updated_after_bank_transfer
What are the rules for using disposable virtual cards?,disposable_card_limits
I would like to use top-up with my Apple Pay.,apple_pay_or_google_pay
Why am I unable to withdrawal cash?,declined_cash_withdrawal
One of my transactions needs to be canceled.,cancel_transfer
Do you accept cheques for top ups?,top_up_by_cash_or_cheque
I would like to terminate my account.,terminate_account
I tried to transfer but it was declined,declined_transfer
Is there a cash withdrawal fee? Because I just got charged?,cash_withdrawal_charge
"I need to transfer some money, can I use my credit card?",topping_up_by_card
My transaction has not been received. When are you going to process it?,transfer_not_received_by_recipient
Why is verifaction required for my Identity?,why_verify_identity
I keep checking my statements but nothing shows up! I requested a refund a long time ago but seems it's not reaching my account for some reason. Can you please help me get the money back from the seller for me,Refund_not_showing_up
Will you charge me for topping up with a European card?,top_up_by_card_charge
Where can money withdrawals be made?,atm_support
What is the process for unlocking the pin?,pin_blocked
I think I was double charged,transaction_charged_twice
Do I need to go to a physical bank to change my PIN?,change_pin
How long after a failed topup will funds refurn to account,pending_top_up
Why was my transaction declined?,failed_transfer
Can you help me get Top Up to work in the Apple Pay function?,apple_pay_or_google_pay
Why am I still not able to see the money I deposited a week ago? This is urgent!!,balance_not_updated_after_cheque_or_cash_deposit
Is auto top up available?,automatic_top_up
